,lt,exp,age,ndev,sexp,rexp,la,ns,ld,fix,nuc
0,0.035074167369019596,0.04448226669889758,0.06702935191925807,0.047113676522163216,0.03766464089232491,0.02490402478992843,0.3092881098762945,0.0,0.03194621766703955,0.0,0.026394122633049133
1,0.0,0.0,0.0,0.0,0.0,0.0,0.29206145890273666,0.0,0.0,0.0,0.0
2,0.027203556114254034,0.06469426654484982,0.1210970525418628,0.0,0.0714038705172871,0.05608427033448203,0.27179854575490425,0.0,0.027561005022569935,0.0,0.027497800499261288
3,0.08290098576783543,0.16488463126548308,0.021252955018035608,0.0,0.13196526670790662,0.0,0.2564841623603248,0.0,0.0,0.0,0.0
4,0.07653537866596401,0.09137671031872226,0.020481704465580598,0.08253691441335437,0.11124491078761234,0.018522513174504644,0.2531600207184331,0.0,0.05820257806309243,0.005123707980945128,0.07953403972313527
5,0.1694016617371502,0.02511318037131836,0.0,0.0,0.12856067641227353,0.0,0.1410958241769048,0.0,0.0,0.0,0.0
6,0.13577808286588272,0.04038909885054648,0.01407753116236396,0.0,0.08515247293569632,0.02878746386536909,0.24357318196236064,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.2693609397431627,0.0,0.0,0.0,0.0
8,0.05367123955251334,0.07511088708109984,0.02939971524194708,0.09411867922708232,0.08138232592248318,0.0,0.220719573208722,0.0,0.0,0.002247811384255195,0.022895946001773904
9,0.05205405664036589,0.037431988914952564,0.07920863913498696,0.10398096995105298,0.16204333586290184,0.0,0.2093909552557805,0.051832681147548874,0.009805025011657247,0.0,0.04972452797738577
10,0.0934698751691183,0.018631583389822348,0.0,0.05393051479487658,0.12905762831302497,0.016473175125384657,0.23487946874422186,0.009071922964726682,0.006320715538369988,0.0,0.03565453322103506
11,0.03360442119068706,0.12311592043041052,0.007745875379261716,0.046012198612716076,0.07410011700056356,0.03179165856223871,0.23332122491522955,0.0,0.0,0.0,0.022727835160744256
12,0.0,0.0,0.0,0.0,0.0,0.0,0.2865288055204171,0.0,0.0,0.0,0.0
13,0.0,0.05278755223117102,0.0,0.0,0.08952774433625839,0.0,0.30975820526479364,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.28608217357567006,0.0,0.0,0.0,0.0
15,0.10829369664830099,0.02547840625437162,0.1063266886818899,0.0,0.018679265758712992,0.026147604230017364,0.2603179068802943,0.0,0.0,0.0,0.008777464716834991
16,0.062111880476608095,0.0,0.03682410106476043,0.0,0.15003280759606907,0.04580536623322959,0.2676436951280573,0.0,0.0,0.0,0.006565174214875926
17,0.0,0.23894585919851882,0.022485902087057908,0.0,0.10537327894012889,0.0,0.22042393842468797,0.0,0.0,0.0,0.0
18,0.03666280019289074,0.07549449860079861,0.05432138251690417,0.07934700443486131,0.08746093253035658,0.05640882647430475,0.23560603407940336,0.0,0.0,0.0,0.0
19,0.04731275533518997,0.19271597401924276,0.07229910415808169,0.029347625888628107,0.020913656926650197,0.019411386602218323,0.20870832426992625,0.0,0.06929185915050608,0.0,0.05632234754079028
20,0.0,0.0,0.0,0.0,0.0,0.0,0.2320251343430773,0.0,0.0,0.0,0.0
21,0.05586940462916405,0.048882567723999425,0.0,0.0,0.006395429693630548,0.05637939053264935,0.2932893592647472,0.0,0.0,0.009213371838293533,0.1455301966081627
22,0.0,0.0,0.0,0.0,0.07297985471901995,0.0,0.21495320761899833,0.0,0.0,0.0,0.1054590005718113
23,0.005063041645457112,0.0914066976282351,0.015852374230266048,0.05434075360130943,0.07075342381376991,0.0,0.22695715447765635,0.0,0.0,0.0,0.0859962052892094
24,0.029382509097815698,0.028770802353555034,0.02433563291989626,0.022406180638976272,0.17740731287825962,0.019819624760519534,0.21672518208144076,0.0,0.024524184315804876,0.02596290682572905,0.06670213082928275
25,0.07848324086206843,0.052272978982448294,0.03497552924118312,0.0,0.06102189246333839,0.0,0.24412702693288643,0.0,0.0,0.008879646951242074,0.09184144504904294
26,0.08153948365594679,0.11087336482074385,0.0025620890570888823,0.034431916970657096,0.029147079365896403,0.022763122441700423,0.23731766875446894,0.0,0.004797679034967118,0.0,0.03228996672733123
27,0.10709985600584279,0.06404713281632332,0.014668751987077552,0.12202482437149167,0.044120045663576864,0.02806694037388458,0.20168878189049913,0.01882436361378339,0.028130306499472135,0.0013458770465708146,0.006771520727159476
28,0.0736627949321004,0.15108120018165241,0.07913928886799262,0.059564826451399835,0.03534686632034067,0.04109331035578687,0.16366777655686943,0.0031575926385556527,0.05584836542967083,0.0062295450506463556,0.05854410901391447
29,0.0,0.0,0.0,0.0,0.0,0.0,0.24040584888651542,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.23853805108014392,0.0,0.0,0.0,0.0
31,0.05182058842409407,0.07719898296709904,0.0,0.027892766639604088,0.0,0.0,0.09142699698680491,0.0,0.16290384267876293,0.0,0.02731204280576678
32,0.09744341659288468,0.08521816134074779,0.042672526680973995,0.056556441206289804,0.08025880802821722,0.06412492584900441,0.20265036054072116,0.0026508763684917197,0.08714374621577653,0.011301117287316215,0.038955392010421176
33,0.04098995876948284,0.13183672289585696,0.03426103958561524,0.19589721188303771,0.047787038681049415,0.024890916923924918,0.16148209158526158,0.0,0.02174488744315044,0.0021239802518129855,0.024799599023805668
34,0.043766194386443205,0.056014080016501766,0.02624547029420796,0.18590847835754498,0.08506137122362702,0.03771123421438826,0.19328478241424277,0.0,0.008943822143373538,0.0,0.011659295057671016
35,0.1282260945688929,0.0,0.0,0.0,0.08006874201056786,0.014333777065951353,0.2335095820787955,0.0,0.0,0.0,0.0
36,0.082259552960331,0.01165737701448199,0.006139895117923277,0.16414659410728927,0.02916100880933392,0.04864609846365547,0.18772199322604807,0.0,0.0,0.0,0.011803679073582594
37,0.0055000532169238465,0.09808987904850364,0.00335054972011264,0.0718085733618315,0.0,0.0,0.15639159728385177,0.0,0.0,0.0,0.07715010358893783
38,0.0,0.0,0.0,0.0,0.0,0.0,0.16512493646319604,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.24351102119238802,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.2277753654653344,0.0,0.0,0.0,0.0
41,0.10518045327370909,0.018311521895246197,0.0,0.0,0.0,0.0,0.2527576010926641,0.0,0.006188510953936793,0.0,0.15343175109470827
42,0.062409607175208506,0.03390740597736898,0.0011872661079781255,0.0,0.016315722220012853,0.039888409100659314,0.2989433902965904,0.0,0.0,0.019996072661866943,0.1528241660602101
43,0.036463627879485566,0.14802492808951048,0.06985672676553098,0.0,0.08056647514208852,0.012148634862836023,0.20248301893733076,0.0,0.0,0.0,0.03821781411575013
44,0.1278582502859487,0.0,0.05753030129569298,0.0,0.16621707125338425,0.0,0.13271989596508904,0.0,0.0,0.0,0.0
45,0.09076380209565184,0.12968248901655377,0.02115031289085745,0.00557194645384801,0.07808457872092506,0.022244773089849297,0.21197467788097507,0.0,0.049749711507494514,0.01396050242966596,0.043345454692348406
46,0.04946232133796103,0.01661784144461825,0.0,0.0,0.0,0.0015505034086774063,0.20359142495643992,0.006698022166494155,0.029695685692163232,0.01112355834368995,0.12789347186014516
47,0.16610262697250344,0.08379723871607005,0.04712951030733688,0.0031283867628334443,0.13679813915263705,0.01969552863188793,0.1304174417963167,0.007415195294895885,0.007242996755947869,0.0,0.09383776573446675
48,0.1451870221393169,0.050298873917504996,0.027918870558568582,0.008742857094277296,0.044119590903914305,0.017630151816131725,0.21196009857636053,0.0979526948881132,0.0029483829185951277,0.0,0.017230234272039412
49,0.10297555842477826,0.0357025343641205,0.03819512819408155,0.007342709272314347,0.027062299169927324,0.026991611520952502,0.208996742546361,0.01807927329295768,0.015439501825274569,0.009061390758597613,0.13481082620769408
50,0.10043303132510827,0.02756906975960254,0.032388619118057786,0.060085562494142285,0.04273359868946612,0.015220749899499522,0.2182840430301004,0.00464535700617382,0.009083554643723698,0.0,0.14353976602839089
51,0.030694368774449744,0.0,0.01175977150967022,0.048868888088936545,0.0639864399085802,0.0,0.20724756949083772,0.08797137091090709,0.0,0.0,0.027029961164973148
52,0.06486625240455121,0.05499359207673669,0.019506535174767376,0.0862904878797085,0.0038386640142342274,0.0,0.10173215756394118,0.0,0.010594921216101168,0.0,0.17905116080435082
53,0.0,0.0,0.0,0.07852910270708935,0.3119973258607004,0.0,0.0,0.0,0.0,0.0,0.0
54,0.008286113772117335,0.29330292698343413,0.012518198598411336,0.0809898387976156,0.053087247363035245,0.0,0.13225192457615162,0.0,0.0,0.0,0.0
55,0.0,0.1298011191308274,0.06968464503500682,0.0,0.2605890873087026,0.08305344209664027,0.0,0.055525298288922526,0.05150157156285481,0.0,0.03918894915195366
56,0.11437389438304232,0.21181862455953293,0.0,0.02401064233719501,0.044881380515501244,0.02548392186355232,0.2065430960510538,0.0,0.018255555619096697,0.010388357644666594,0.016639220965190497
57,0.08544165871850604,0.10077328375776798,0.013136687028361365,0.0,0.17343907926035163,0.00816325994544328,0.20392118979833324,0.0,0.0,0.0,0.06679718793066494
58,0.0,0.06419393574310855,0.041465180948378665,0.1563394814479726,0.10484924336207195,0.0,0.21312838293963118,0.0,0.0,0.0,0.09627140093823724
59,0.013528289144191918,0.0,0.0,0.1518864395183472,0.1491880862322607,0.07915623187752009,0.1251024511074432,0.0,0.024452513227620647,0.0,0.002082628764826384
60,0.0,0.0,0.018488142464075544,0.04859363818083269,0.013225974115572268,0.17807604357065446,0.39568205522744976,0.0,0.0,0.0,0.0
61,0.551663715901772,0.0,0.0,0.18703977387598322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.2829255884258177,0.03640978423370813,0.06985956051459614,0.1583714945410891,0.008517886298577106,0.018409832473744364,0.24119719369110995,0.0,0.008072677954450477,0.0,0.0
63,0.0,0.0,0.0,0.43348224942877595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
